Catalog Nbr,Section,Acad Group,Class Nbr,Subject,Course Title,Component,Days,Time,Location,Instructor,Units,Class Duration
 539,161,"Music, Theatre & Dance",13430,Harp,Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 540,161,"Music, Theatre & Dance",13431,Harp,Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 550,161,"Music, Theatre & Dance",19944,Harp,Performance Lab,Lab,Thursday,430-630PM,1370 MOORE,Professor Holland,1.00,Full Term
 114,1,"Music, Theatre & Dance",30305,Jazz & Improvisational Studies,Contemp Basic Mus,Lecture,"Tuesday, Thursday",1130-1230PM,1374 MOORE,Professor Bishop  he-him-his,1.00,Full Term
 150,1,"Music, Theatre & Dance",28552,Jazz & Improvisational Studies,Performance,Individual Instruction,not available,unknown,to be determined,not available,2.00,Partial Term
 220,1,"Music, Theatre & Dance",15522,Jazz & Improvisational Studies,Basic Musicianship I,Lecture,"Tuesday, Thursday",830-1030AM,2058 MOORE,Professor Phillips,3.00,Full Term
 220,2,"Music, Theatre & Dance",32230,Jazz & Improvisational Studies,Basic Musicianship I,Lecture,"Tuesday, Thursday",1230-230PM,2038 MOORE,Professor Phillips,3.00,Full Term
 301,80,"Music, Theatre & Dance",12894,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 301,82,"Music, Theatre & Dance",12895,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 301,252,"Music, Theatre & Dance",13752,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 401,80,"Music, Theatre & Dance",13764,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 401,82,"Music, Theatre & Dance",13766,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 402,80,"Music, Theatre & Dance",13772,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 450,1,"Music, Theatre & Dance",18774,Jazz & Improvisational Studies,Contmplatv Prac Sem,Seminar,Wednesday,630-830PM,202 STEARNS,Professor Travers,2.00,Full Term
 450,2,"Music, Theatre & Dance",19390,Jazz & Improvisational Studies,Contmplatv Prac Sem,Seminar,not available,unknown,to be determined,Professor Travers,2.00,Full Term
 450,3,"Music, Theatre & Dance",35870,Jazz & Improvisational Studies,Contmplatv Prac Sem,Seminar,not available,unknown,to be determined,Professor Travers,2.00,Full Term
 454,2,"Music, Theatre & Dance",20367,Jazz & Improvisational Studies,Special Topics,Lecture,not available,unknown,REMOTE,Professor Travers,2.00,Full Term
 454,4,"Music, Theatre & Dance",26216,Jazz & Improvisational Studies,Special Topics,Lecture,not available,unknown,REMOTE,Professor Travers,2.00,Full Term
 454,95,"Music, Theatre & Dance",32265,Jazz & Improvisational Studies,Special Topics,Lecture,not available,unknown,to be determined,Professor Buzzelli,2.00,Full Term
 455,1,"Music, Theatre & Dance",30307,Jazz & Improvisational Studies,Creat&Consciousness,Lecture,Wednesday,430-630PM,202 STEARNS,Professor Travers,2.00,Full Term
 460,1,"Music, Theatre & Dance",19928,Jazz & Improvisational Studies,Intro to Jazz Improv,Lecture,"Tuesday, Thursday",1230-130PM,1374 MOORE,Professor Wilson,3.00,Full Term
 462,1,"Music, Theatre & Dance",26119,Jazz & Improvisational Studies,Jazz Trom Ens,Lab,Wednesday,830-10PM,202 STEARNS,Professor Wilson,1.00-2.00,Full Term
 465,30,"Music, Theatre & Dance",13787,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,80,"Music, Theatre & Dance",13749,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,82,"Music, Theatre & Dance",18417,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,83,"Music, Theatre & Dance",15682,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,85,"Music, Theatre & Dance",16972,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,86,"Music, Theatre & Dance",16867,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,87,"Music, Theatre & Dance",17778,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,115,"Music, Theatre & Dance",17183,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,252,"Music, Theatre & Dance",15580,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 465,279,"Music, Theatre & Dance",16973,Jazz & Improvisational Studies,Ind Study,Individual Instruction,not available,1-1AM,to be determined,not available,1.00-3.00,Full Term
 466,1,"Music, Theatre & Dance",12900,Jazz & Improvisational Studies,Jazz Improvistn I,Lab,Friday,1130-130PM,2044 MOORE,not available,3.00,Full Term
 466,1,"Music, Theatre & Dance",12900,Jazz & Improvisational Studies,Jazz Improvistn I,Lab,"Tuesday, Thursday",1230-130PM,1378 MOORE,Professor Rowe,3.00,Full Term
 468,1,"Music, Theatre & Dance",12901,Jazz & Improvisational Studies,Compositional Forms,Lecture,Monday,1230-230PM,201 STEARNS,Professor Sarath,2.00,Full Term
 469,1,"Music, Theatre & Dance",15287,Jazz & Improvisational Studies,Jazz Arranging I,Lecture,"Monday, Wednesday",1-230PM,G444B MH,Professor Wilson,2.00,Full Term
 471,1,"Music, Theatre & Dance",12903,Jazz & Improvisational Studies,Upper Level Improv,Lab,"Tuesday, Thursday",130-230PM,1378 MOORE,Professor Bishop  he-him-his,3.00,Full Term
 501,80,"Music, Theatre & Dance",13783,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 501,82,"Music, Theatre & Dance",15168,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 501,85,"Music, Theatre & Dance",15336,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 501,86,"Music, Theatre & Dance",16865,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 501,87,"Music, Theatre & Dance",17779,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 501,115,"Music, Theatre & Dance",17184,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 501,252,"Music, Theatre & Dance",13753,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 501,279,"Music, Theatre & Dance",15642,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 502,80,"Music, Theatre & Dance",15643,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 502,82,"Music, Theatre & Dance",15644,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 502,85,"Music, Theatre & Dance",15645,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 502,86,"Music, Theatre & Dance",16866,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 502,87,"Music, Theatre & Dance",17780,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 502,252,"Music, Theatre & Dance",15646,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 502,279,"Music, Theatre & Dance",15647,Jazz & Improvisational Studies,Jazz Performance,Individual Instruction,not available,1-1AM,to be determined,not available,2.00-6.00,Full Term
 550,1,"Music, Theatre & Dance",21256,Jazz & Improvisational Studies,Contemplatv Prac Sem,Seminar,Wednesday,630-830PM,202 STEARNS,Professor Travers,2.00,Full Term
 550,2,"Music, Theatre & Dance",21257,Jazz & Improvisational Studies,Contemplatv Prac Sem,Seminar,not available,unknown,to be determined,Professor Travers,2.00,Full Term
 550,3,"Music, Theatre & Dance",35871,Jazz & Improvisational Studies,Contemplatv Prac Sem,Seminar,not available,unknown,to be determined,Professor Travers,2.00,Full Term
 554,2,"Music, Theatre & Dance",21255,Jazz & Improvisational Studies,Jazz Special Topics,Seminar,not available,unknown,REMOTE,Professor Travers,2.00,Full Term
 554,4,"Music, Theatre & Dance",26217,Jazz & Improvisational Studies,Jazz Special Topics,Seminar,not available,unknown,REMOTE,Professor Travers,2.00,Full Term
 554,95,"Music, Theatre & Dance",32266,Jazz & Improvisational Studies,Jazz Special Topics,Seminar,not available,unknown,to be determined,Professor Buzzelli,2.00,Full Term
 555,1,"Music, Theatre & Dance",30311,Jazz & Improvisational Studies,Creat&Consciousness,Lecture,Wednesday,430-630PM,202 STEARNS,Professor Travers,2.00,Full Term
 565,1,"Music, Theatre & Dance",32484,Jazz & Improvisational Studies,Independent Study,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 565,252,"Music, Theatre & Dance",32485,Jazz & Improvisational Studies,Independent Study,Individual Instruction,not available,unknown,to be determined,Professor Wilson,1.00-4.00,Full Term
 568,1,"Music, Theatre & Dance",32091,Jazz & Improvisational Studies,Jazz Arranging I,Lecture,"Monday, Wednesday",1-230PM,G444B MH,Professor Wilson,2.00,Full Term
 576,1,"Music, Theatre & Dance",12906,Jazz & Improvisational Studies,Contemp Imp,Lab,Tuesday,1130-130PM,201 STEARNS,Professor Sarath,4.00,Full Term
 581,1,"Music, Theatre & Dance",32437,Jazz & Improvisational Studies,Jazz Pedagogy,Seminar,not available,unknown,to be determined,Professor Sarath,2.00,Full Term
 781,1,"Music, Theatre & Dance",32487,Jazz & Improvisational Studies,Doctoral Seminar,Seminar,not available,unknown,to be determined,Professor Sarath,3.00,Full Term
 121,1,"Music, Theatre & Dance",19797,Music Education,Tech for Music Ed,Lab,Monday,5-7PM,378 MUSIC,Professor Rodriguez,1.00,Full Term
 201,1,"Music, Theatre & Dance",12907,Music Education,Tch Str Instr I,Lecture,"Tuesday, Thursday",9-1030AM,202 STEARNS,not available,1.00,Full Term
 201,1,"Music, Theatre & Dance",12907,Music Education,Tch Str Instr I,Lecture,"Tuesday, Thursday",9-1030AM,201 STEARNS,Professor Hopkins,1.00,Full Term
 203,1,"Music, Theatre & Dance",30313,Music Education,Wind & Perc I,Recitation,"Tuesday, Thursday",1030-1230PM,2044 MOORE,Professor Conway,1.00,Full Term
 203,1,"Music, Theatre & Dance",30313,Music Education,Wind & Perc I,Recitation,"Tuesday, Thursday",1030-1230PM,1215 MOORE,not available,1.00,Full Term
 341,1,"Music, Theatre & Dance",25258,Music Education,Teach Gen Mus Elem,Recitation,Thursday,830-1030AM,1215 MOORE,not available,3.00,Full Term
 341,1,"Music, Theatre & Dance",25258,Music Education,Teach Gen Mus Elem,Recitation,"Tuesday, Thursday",1030-1230PM,2058 MOORE,Professor McCarthy,3.00,Full Term
 372,1,"Music, Theatre & Dance",22420,Music Education,Sec Inst Meth,Lecture,Tuesday,830-1030AM,to be determined,not available,3.00,Full Term
 372,1,"Music, Theatre & Dance",22420,Music Education,Sec Inst Meth,Lecture,"Tuesday, Thursday",1230-230PM,2058 MOORE,Professor Hopkins,3.00,Full Term
 442,1,"Music, Theatre & Dance",12908,Music Education,Chor Cond Tec&Rp,Seminar,"Monday, Wednesday",230-4PM,2038 MOORE,Professor Stover,3.00,Full Term
 478,1,"Music, Theatre & Dance",28509,Music Education,Comm Engage Music Ed,Seminar,not available,12-3PM,to be determined,not available,1.00,Full Term
 490,1,"Music, Theatre & Dance",17569,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 490,403,"Music, Theatre & Dance",18143,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Fitzpatrick,1.00-4.00,Full Term
 490,404,"Music, Theatre & Dance",19160,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Rodriguez,1.00-4.00,Full Term
 490,405,"Music, Theatre & Dance",19161,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Hopkins,1.00-4.00,Full Term
 490,411,"Music, Theatre & Dance",17808,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Conway,1.00-4.00,Full Term
 490,412,"Music, Theatre & Dance",18428,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Skadsem,1.00-4.00,Full Term
 490,413,"Music, Theatre & Dance",18427,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor McCarthy,1.00-4.00,Full Term
 495,1,"Music, Theatre & Dance",22506,Music Education,Student Teaching,Lab,not available,unknown,to be determined,not available,7.00-11.00,Full Term
 496,1,"Music, Theatre & Dance",22555,Music Education,Seminar,Seminar,Tuesday,530-730PM,1374 MOORE,Professor Waldron,1.00,Full Term
 500,1,"Music, Theatre & Dance",24314,Music Education,Educ Res in the Arts,Seminar,Wednesday,230-530PM,3213 MOORE,Professor McCarthy,3.00,Full Term
 509,403,"Music, Theatre & Dance",18144,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Fitzpatrick,1.00-4.00,Full Term
 509,404,"Music, Theatre & Dance",19098,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Rodriguez,1.00-4.00,Full Term
 509,405,"Music, Theatre & Dance",19097,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Hopkins,1.00-4.00,Full Term
 509,411,"Music, Theatre & Dance",16197,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Conway,1.00-4.00,Full Term
 509,412,"Music, Theatre & Dance",18430,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor Skadsem,1.00-4.00,Full Term
 509,413,"Music, Theatre & Dance",18429,Music Education,Spec Proj&Readings,Individual Instruction,not available,unknown,to be determined,Professor McCarthy,1.00-4.00,Full Term
 516,1,"Music, Theatre & Dance",19191,Music Education,Final Presentation,Individual Instruction,not available,unknown,to be determined,not available,2.00,Full Term
 516,403,"Music, Theatre & Dance",21466,Music Education,Final Presentation,Individual Instruction,not available,unknown,to be determined,Professor Fitzpatrick,2.00,Full Term
 516,404,"Music, Theatre & Dance",21469,Music Education,Final Presentation,Individual Instruction,not available,unknown,to be determined,Professor Rodriguez,2.00,Full Term
 516,405,"Music, Theatre & Dance",21467,Music Education,Final Presentation,Individual Instruction,not available,unknown,to be determined,Professor Hopkins,2.00,Full Term
 516,411,"Music, Theatre & Dance",21465,Music Education,Final Presentation,Individual Instruction,not available,unknown,to be determined,Professor Conway,2.00,Full Term
 516,412,"Music, Theatre & Dance",21470,Music Education,Final Presentation,Individual Instruction,not available,unknown,to be determined,Professor Skadsem,2.00,Full Term
 516,413,"Music, Theatre & Dance",21468,Music Education,Final Presentation,Individual Instruction,not available,unknown,to be determined,Professor McCarthy,2.00,Full Term
 595,1,"Music, Theatre & Dance",12909,Music Education,Teach Mus Higher Ed,Seminar,Tuesday,230-430PM,2020 MOORE,Professor Conway,2.00,Full Term
 804,1,"Music, Theatre & Dance",33873,Music Education,Spec Topics Mus Ed,Seminar,Monday,930-1230PM,6000 STB,Professor Rodriguez,3.00,Full Term
 807,1,"Music, Theatre & Dance",16415,Music Education,Research Sem Mus Ed,Seminar,Friday,130-430PM,3219 MOORE,Professor Conway,1.00-4.00,Full Term
 881,1,"Music, Theatre & Dance",12910,Music Education,Special Readings,Individual Instruction,not available,unknown,to be determined,not available,1.00-6.00,Full Term
 881,404,"Music, Theatre & Dance",19099,Music Education,Special Readings,Individual Instruction,not available,unknown,to be determined,Professor Rodriguez,1.00-6.00,Full Term
 881,405,"Music, Theatre & Dance",19100,Music Education,Special Readings,Individual Instruction,not available,unknown,to be determined,Professor Hopkins,1.00-6.00,Full Term
 881,411,"Music, Theatre & Dance",19046,Music Education,Special Readings,Individual Instruction,not available,unknown,to be determined,Professor Conway,1.00-6.00,Full Term
 881,412,"Music, Theatre & Dance",18897,Music Education,Special Readings,Individual Instruction,not available,unknown,to be determined,Professor Skadsem,1.00-6.00,Full Term
 881,413,"Music, Theatre & Dance",18097,Music Education,Special Readings,Individual Instruction,not available,unknown,to be determined,Professor McCarthy,1.00-6.00,Full Term
 900,1,"Music, Theatre & Dance",12911,Music Education,Preliminary Exam,Individual Instruction,not available,unknown,to be determined,not available,1.00,Full Term
 900,411,"Music, Theatre & Dance",13347,Music Education,Preliminary Exam,Individual Instruction,not available,unknown,to be determined,Professor Conway,1.00,Full Term
 900,412,"Music, Theatre & Dance",22283,Music Education,Preliminary Exam,Individual Instruction,not available,unknown,to be determined,Professor Skadsem,1.00,Full Term
 990,1,"Music, Theatre & Dance",12912,Music Education,Diss-Precand,Individual Instruction,not available,unknown,to be determined,not available,1.00-8.00,Full Term
 990,403,"Music, Theatre & Dance",31815,Music Education,Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Fitzpatrick,1.00-8.00,Full Term
 990,405,"Music, Theatre & Dance",22105,Music Education,Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Hopkins,1.00-8.00,Full Term
 990,412,"Music, Theatre & Dance",23843,Music Education,Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Skadsem,1.00-8.00,Full Term
 990,413,"Music, Theatre & Dance",20585,Music Education,Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor McCarthy,1.00-8.00,Full Term
 995,1,"Music, Theatre & Dance",12913,Music Education,Diss-Cand,Individual Instruction,not available,unknown,to be determined,not available,8.00,Full Term
 995,403,"Music, Theatre & Dance",21520,Music Education,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Fitzpatrick,8.00,Full Term
 995,404,"Music, Theatre & Dance",20180,Music Education,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Rodriguez,8.00,Full Term
 995,405,"Music, Theatre & Dance",21521,Music Education,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Hopkins,8.00,Full Term
 995,411,"Music, Theatre & Dance",17862,Music Education,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Conway,8.00,Full Term
 995,412,"Music, Theatre & Dance",22216,Music Education,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Skadsem,8.00,Full Term
 995,413,"Music, Theatre & Dance",18102,Music Education,Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor McCarthy,8.00,Full Term
 110,1,"Music, Theatre & Dance",36346,Music,Intro to Guitar,Recitation,"Monday, Wednesday",11-12PM,506 BMT,Professor Flaig,2.00,Full Term
 110,2,"Music, Theatre & Dance",36347,Music,Intro to Guitar,Recitation,"Monday, Wednesday",1230-130PM,706 BMT,Professor Hoag,2.00,Full Term
 110,3,"Music, Theatre & Dance",36348,Music,Intro to Guitar,Recitation,"Monday, Wednesday",12-1PM,506 BMT,Professor Flaig,2.00,Full Term
 110,4,"Music, Theatre & Dance",36349,Music,Intro to Guitar,Recitation,"Monday, Wednesday",2-3PM,706 BMT,Professor Hoag,2.00,Full Term
 110,5,"Music, Theatre & Dance",36350,Music,Intro to Guitar,Recitation,"Monday, Wednesday",3-4PM,706 BMT,Professor Hoag,2.00,Full Term
 110,6,"Music, Theatre & Dance",36351,Music,Intro to Guitar,Recitation,"Tuesday, Thursday",11-12PM,706 BMT,Professor Flaig,2.00,Full Term
 110,7,"Music, Theatre & Dance",36352,Music,Intro to Guitar,Recitation,"Tuesday, Thursday",12-1PM,706 BMT,Professor Flaig,2.00,Full Term
 110,8,"Music, Theatre & Dance",36353,Music,Intro to Guitar,Recitation,"Tuesday, Thursday",10-11AM,506 BMT,Professor Edwards,2.00,Full Term
 110,9,"Music, Theatre & Dance",36614,Music,Intro to Guitar,Recitation,"Tuesday, Thursday",11-12PM,506 BMT,Professor Edwards,2.00,Full Term
 210,1,"Music, Theatre & Dance",35746,Music,Rap Songwriting,Seminar,Friday,1-3PM,806 BMT,Professor Smith,2.00,Full Term
 210,2,"Music, Theatre & Dance",35747,Music,Rap Songwriting,Seminar,Friday,3-5PM,806 BMT,Professor Smith,2.00,Full Term
 210,3,"Music, Theatre & Dance",37564,Music,Rap Songwriting,Seminar,Friday,11-1PM,806 BMT,Professor Smith,2.00,Full Term
 405,1,"Music, Theatre & Dance",35660,Music,BA Music Forum,Seminar,Friday,1230-130PM,3219 MOORE,Professor Clague -- he him,1.00,Full Term
 460,1,"Music, Theatre & Dance",38780,Music,Special Course,Seminar,Tuesday,6-7PM,to be determined,Professor Rolston,1.00,Full Term
 123,1,"Music, Theatre & Dance",33897,Musicology,Intro Popular Music,Lecture,"Monday, Wednesday, Friday",11-12PM,AUD 4 MLB,Professor Garrett,4.00,Full Term
 123,2,"Music, Theatre & Dance",33898,Musicology,Intro Popular Music,Discussion,Monday,4-5PM,806 BMT,not available,4.00,Full Term
 123,3,"Music, Theatre & Dance",33899,Musicology,Intro Popular Music,Discussion,Tuesday,2-3PM,806 BMT,not available,4.00,Full Term
 123,4,"Music, Theatre & Dance",33900,Musicology,Intro Popular Music,Discussion,Tuesday,10-11AM,806 BMT,not available,4.00,Full Term
 123,5,"Music, Theatre & Dance",33901,Musicology,Intro Popular Music,Discussion,Tuesday,4-5PM,806 BMT,not available,4.00,Full Term
 123,6,"Music, Theatre & Dance",33902,Musicology,Intro Popular Music,Discussion,Tuesday,11-12PM,806 BMT,not available,4.00,Full Term
 123,7,"Music, Theatre & Dance",33903,Musicology,Intro Popular Music,Discussion,Wednesday,10-11AM,806 BMT,not available,4.00,Full Term
 123,8,"Music, Theatre & Dance",33904,Musicology,Intro Popular Music,Discussion,Tuesday,3-4PM,806 BMT,not available,4.00,Full Term
 123,9,"Music, Theatre & Dance",33905,Musicology,Intro Popular Music,Discussion,Monday,3-4PM,806 BMT,not available,4.00,Full Term
 123,10,"Music, Theatre & Dance",33906,Musicology,Intro Popular Music,Discussion,Tuesday,9-10AM,806 BMT,not available,4.00,Full Term
 139,1,"Music, Theatre & Dance",12914,Musicology,Intro Study Music,Lecture,"Monday, Wednesday",930-1030AM,1340 MOORE,Professor Lwanga,2.00,Full Term
 139,2,"Music, Theatre & Dance",12915,Musicology,Intro Study Music,Discussion,Thursday,930-1030AM,1370 MOORE,not available,2.00,Full Term
 139,3,"Music, Theatre & Dance",12916,Musicology,Intro Study Music,Discussion,Thursday,930-1030AM,1378 MOORE,not available,2.00,Full Term
 139,4,"Music, Theatre & Dance",12917,Musicology,Intro Study Music,Discussion,Thursday,1030-1130AM,1374 MOORE,not available,2.00,Full Term
 139,5,"Music, Theatre & Dance",12918,Musicology,Intro Study Music,Discussion,Friday,930-1030AM,2020 MOORE,not available,2.00,Full Term
 139,6,"Music, Theatre & Dance",12919,Musicology,Intro Study Music,Discussion,Friday,930-1030AM,2026 MOORE,not available,2.00,Full Term
 139,7,"Music, Theatre & Dance",12920,Musicology,Intro Study Music,Discussion,Friday,1030-1130AM,2020 MOORE,not available,2.00,Full Term
 139,8,"Music, Theatre & Dance",26308,Musicology,Intro Study Music,Discussion,Friday,130-230PM,2032 MOORE,not available,2.00,Full Term
 139,9,"Music, Theatre & Dance",33907,Musicology,Intro Study Music,Discussion,Thursday,230-330PM,2026 MOORE,not available,2.00,Full Term
 239,1,"Music, Theatre & Dance",12922,Musicology,History of Music,Lecture,"Monday, Wednesday",830-930AM,1340 MOORE,Professor Oliva,2.00,Full Term
 239,2,"Music, Theatre & Dance",12923,Musicology,History of Music,Discussion,Thursday,930-1030AM,1374 MOORE,not available,2.00,Full Term
 239,3,"Music, Theatre & Dance",12928,Musicology,History of Music,Discussion,Thursday,1030-1130AM,1370 MOORE,not available,2.00,Full Term
 239,4,"Music, Theatre & Dance",12924,Musicology,History of Music,Discussion,Friday,830-930AM,2026 MOORE,not available,2.00,Full Term
 239,5,"Music, Theatre & Dance",12925,Musicology,History of Music,Discussion,Friday,830-930AM,2032 MOORE,not available,2.00,Full Term
 239,6,"Music, Theatre & Dance",12926,Musicology,History of Music,Discussion,Friday,930-1030AM,2058 MOORE,not available,2.00,Full Term
 239,7,"Music, Theatre & Dance",12927,Musicology,History of Music,Discussion,Friday,1030-1130AM,2026 MOORE,not available,2.00,Full Term
 345,1,"Music, Theatre & Dance",33908,Musicology,History of Music,Lecture,"Tuesday, Thursday",1-230PM,506 BMT,Professor Mengozzi,3.00,Full Term
 345,2,"Music, Theatre & Dance",33909,Musicology,History of Music,Lecture,"Monday, Wednesday",230-4PM,506 BMT,Professor Stoll,3.00,Full Term
 345,3,"Music, Theatre & Dance",34346,Musicology,History of Music,Lecture,"Tuesday, Thursday",230-4PM,2038 MOORE,Professor Kaur,3.00,Full Term
 405,1,"Music, Theatre & Dance",26786,Musicology,Special Course,Lecture,"Monday, Wednesday",10-1130AM,2058 MOORE,Professor Cruz,3.00,Full Term
 405,2,"Music, Theatre & Dance",30317,Musicology,Special Course,Lecture,"Tuesday, Thursday",1-230PM,2020 MOORE,Professor Bodiford,3.00,Full Term
 407,1,"Music, Theatre & Dance",25269,Musicology,Special Course,Lecture,"Tuesday, Thursday",1-230PM,3213 MOORE,Professor Lam,3.00,Full Term
 421,1,"Music, Theatre & Dance",30318,Musicology,Mus Classic Era,Lecture,"Monday, Wednesday",1-230PM,2032 MOORE,Professor Oliva,3.00,Full Term
 465,1,"Music, Theatre & Dance",33913,Musicology,Music in Africa,Lecture,"Monday, Wednesday",1-230PM,1300 CHEM,"Professor Askew, Professor Lwanga",3.00,Full Term
 481,1,"Music, Theatre & Dance",12929,Musicology,Special Projects,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 481,357,"Music, Theatre & Dance",16508,Musicology,Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Lam,1.00-4.00,Full Term
 481,362,"Music, Theatre & Dance",16100,Musicology,Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Clague -- he him,1.00-4.00,Full Term
 481,363,"Music, Theatre & Dance",16996,Musicology,Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Garrett,1.00-4.00,Full Term
 481,364,"Music, Theatre & Dance",18190,Musicology,Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Castro,1.00-4.00,Full Term
 481,366,"Music, Theatre & Dance",32711,Musicology,Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Pierce,1.00-4.00,Full Term
 481,367,"Music, Theatre & Dance",15725,Musicology,Special Projects,Individual Instruction,not available,unknown,to be determined,Professor Mengozzi,1.00-4.00,Full Term
 501,1,"Music, Theatre & Dance",13291,Musicology,Res Mthds HM,Seminar,Wednesday,130-430PM,3219 MOORE,Professor Cruz,3.00,Full Term
 503,1,"Music, Theatre & Dance",24757,Musicology,Mus Bibliogr,Seminar,"Tuesday, Thursday",830-10AM,2020 MOORE,Professor Kohler,3.00,Full Term
